Country,Age,Gender,Perception regarding personal growth,Attitute toward personal growth,Consumer of personal growth program (Last 3 Years),Barrier to purchase,Personal Growth content invested,Audience Name,Financial Freedom Interest,Natural Products Interest,Spiritual Interest,Motivation Interest,Coaching 1:1 Interest,Top Interest (Cloud Word),Masterclass Awareness,Calm Awareness,Udemy Awareness,Mindvalley Awareness,Program Purchase Drivers
US,55+,Female,Content that teaches,It is for Everyone,No,Awareness,,Bliss,Agree,No opinion,No opinion,Agree,Agree,"Watch TV,,,,,Watch movies,,,,,,,,,Cook/bake,,,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Male,Content that teaches,Money is a barrier,Yes,,Crisis healing,Kensho,Agree,Agree,Agree,Agree,Agree,",,Play sports,,,Watch movies,Browse social media,Exercise,Go for a walk,,Meditate practice mindfulness,Listen to music,Go on an excursion,,,,,Spend time with the kids,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that teaches,It is for Everyone,No,Awareness,,Great Resignation,Disagree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,,,,Meditate practice mindfulness,Listen to music,,Go on a nightout,Cook/bake,,,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,"No idea, never thought about it",Credibility is a barrier,No,Pricing,,Holistic,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,,Exercise,Go for a walk,Learn new skills,,,Go on an excursion,Go on a nightout,Cook/bake,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Male,Content that teaches,Time is a barrier,Yes,,Mindfullness,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,,,,,,,,,,Play video games,,,,",Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,46-54,Female,Content that entertains,Money is a barrier,No,Pricing,,Holistic,No opinion,Disagree,Agree,Agree,Agree,",,,Do arts crafts,,,,,,,,Listen to music,,,Cook/bake,,,,,",Very Familiar,Familiar,Not Familiar,Very Familiar,Credibility
US,46-54,Female,Content that entertains,It is for Everyone,Yes,,Mindfullness,Spirituality Skeekers,Disagree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,Do arts crafts,,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,,,Cook/bake,Play video games,,,,",Very Familiar,Not Familiar,Familiar,Not Familiar,Affordability
US,36-45,Male,Content that transforms,It is for Everyone,Yes,,Crisis healing,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,,,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,,Listen to music,,,,Play video games,,Spend time with the kids,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,36-45,Female,Content that teaches,It is for Everyone,No,Not Interested,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,Do arts crafts,,Watch movies,Browse social media,,,,,Listen to music,,,,,Spend time with my partner,,Go to a restaurant,",Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Male,Content that transforms,It is for Everyone,No,Pricing,,Holistic,No opinion,Agree,Agree,Agree,Agree,",,,,,,,Exercise,,,,Listen to music,Go on an excursion,,Cook/bake,,Spend time with my partner,,,",Familiar,Familiar,Familiar,Familiar,Content Relevance
US,36-45,Male,Content that entertains,It is for Everyone,Yes,,Crisis healing,Spirituality Skeekers,Agree,Agree,Disagree,Agree,Agree,",,,,,Watch movies,,Exercise,Go for a walk,,,Listen to music,,,,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Very Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Female,"No idea, never thought about it",It is for Everyone,No,Awareness,,Great Resignation,Agree,No opinion,No opinion,Disagree,No opinion,"Watch TV,,,Do arts crafts,Socialise meet friends,,Browse social media,,Go for a walk,Learn new skills,,Listen to music,,,Cook/bake,Play video games,,,,",Not Familiar,Not Familiar,Very Familiar,Not Familiar,Affordability
US,36-45,Prefer not to say,Content that entertains,Time is a barrier,No,Lack of time,,Bliss,Disagree,Disagree,Disagree,Agree,Agree,",,,,,,,,,,,Listen to music,,,,,,,,Other",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Male,"No idea, never thought about it",Time is a barrier,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,Agree,Agree,Agree,Agree,",,,,,,,,Go for a walk,,,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that transforms,It is for Everyone,No,Pricing,,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,Play sports,,Socialise meet friends,,,Exercise,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,,Go on a nightout,,,,Spend time with the kids,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Male,"No idea, never thought about it",Money is a barrier,No,Lack of time,,Go Getters,Agree,Agree,Disagree,Agree,Agree,",,,,,,Browse social media,,,Learn new skills,,Listen to music,,,Cook/bake,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Male,Content that teaches,It is for Everyone,Yes,,Crisis healing,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,Play sports,,Socialise meet friends,Watch movies,,Exercise,Go for a walk,Learn new skills,,Listen to music,,Go on a nightout,Cook/bake,,,,Go to a restaurant,",Not Familiar,Very Familiar,Not Familiar,Familiar,Content Relevance
US,36-45,Male,"No idea, never thought about it",Time is a barrier,No,Pricing,,Great Resignation,Agree,No opinion,Disagree,Agree,Agree,"Watch TV,,,,Socialise meet friends,,Browse social media,,,,,Listen to music,,,,Play video games,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Male,Content that teaches,It is for Everyone,No,Pricing,,Go Getters,Agree,Agree,Agree,Agree,Agree,",,,,,Watch movies,Browse social media,,,,Meditate practice mindfulness,,,,,,,,,",Familiar,Very Familiar,Familiar,Very Familiar,Content Relevance
US,46-54,Male,Content that teaches,Time is a barrier,No,Awareness,,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,Socialise meet friends,,,Exercise,Go for a walk,,,Listen to music,,,,,,,Go to a restaurant,",Familiar,Very Familiar,Not Familiar,Not Familiar,Credibility
US,55+,Female,Content that transforms,It is for Everyone,No,Awareness,,Great Resignation,Agree,Agree,Disagree,Disagree,No opinion,"Watch TV,,,Do arts crafts,,,Browse social media,,,,,,,,Cook/bake,Play video games,,,,",Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Male,"No idea, never thought about it",Time is a barrier,No,Awareness,,Holistic,Agree,Disagree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,,,,,,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Time Convience
US,36-45,Male,Content that teaches,It is for Everyone,Yes,,Entrepreneurship/Leadership,Holistic,Disagree,No opinion,Disagree,Disagree,Agree,",Read books,,,,,,,,,,,,,,,Spend time with my partner,,,Other",Familiar,Familiar,Familiar,Not Familiar,Affordability
US,46-54,Male,"No idea, never thought about it",It is for Everyone,No,Awareness,,Great Resignation,Agree,No opinion,Agree,Agree,No opinion,"Watch TV,Read books,,,Socialise meet friends,Watch movies,,,,,,Listen to music,,,,Play video games,Spend time with my partner,,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Male,Content that transforms,It is for Everyone,No,Awareness,,Holistic,Agree,Agree,Agree,Agree,Disagree,",,,Do arts crafts,Socialise meet friends,,,Exercise,,,Meditate practice mindfulness,Listen to music,,,,Play video games,,Spend time with the kids,,",Not Familiar,Familiar,Not Familiar,Familiar,Content Relevance
US,55+,Female,Content that teaches,Money is a barrier,No,Not Interested,,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,,,,,Go for a walk,,,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Male,Content that teaches,It is for Everyone,No,Pricing,,Go Getters,Agree,Disagree,Agree,Disagree,Agree,",,,,,,,,,,,,,Go on a nightout,Cook/bake,Play video games,,,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,46-54,Male,Content that entertains,It is for Everyone,No,Pricing,,Holistic,Agree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,,Listen to music,,Go on a nightout,,,,,Go to a restaurant,",Familiar,Very Familiar,Very Familiar,Not Familiar,Affordability
US,46-54,Male,Content that teaches,It is for Everyone,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,,Watch movies,Browse social media,Exercise,,Learn new skills,,Listen to music,Go on an excursion,Go on a nightout,Cook/bake,Play video games,Spend time with my partner,,Go to a restaurant,",Very Familiar,Not Familiar,Familiar,Not Familiar,Affordability
US,46-54,Male,Content that transforms,Time is a barrier,No,Pricing,,Holistic,Disagree,Agree,Disagree,Disagree,Agree,"Watch TV,,Play sports,,,Watch movies,,,Go for a walk,,,Listen to music,,,,,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,"No idea, never thought about it",It is for Everyone,No,Awareness,,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Disagree,",Read books,,,,,Browse social media,,,,,Listen to music,,,Cook/bake,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Male,Content that entertains,Time is a barrier,No,Not Interested,,Holistic,No opinion,Agree,Disagree,Disagree,Agree,"Watch TV,,Play sports,,,Watch movies,,Exercise,,,,,,,Cook/bake,,,Spend time with the kids,,",Not Familiar,Familiar,Familiar,Not Familiar,Content Relevance
US,46-54,Male,Content that entertains,It is for Everyone,Yes,,Finding community,Connection Seeker,Disagree,Agree,Agree,Disagree,Agree,",Read books,,,,Watch movies,,Exercise,Go for a walk,,Meditate practice mindfulness,Listen to music,,Go on a nightout,,,Spend time with my partner,,,",Very Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Male,Content that teaches,Money is a barrier,Yes,,Finding community,Spirituality Skeekers,Disagree,Disagree,Agree,Disagree,Disagree,",,,,,,Browse social media,Exercise,,,,,,,,,,,,",Very Familiar,Familiar,Very Familiar,Very Familiar,Time Convience
US,46-54,Male,Content that entertains,It is for Everyone,No,Pricing,,Connection Seeker,Disagree,Agree,Agree,Agree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,,,,,Go on a nightout,,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
